PROD_CEL_100086,Dien thoai Oppo Find N3 Flip 16GB/512GB - Moi 100%,Oppo,Find N3 Flip,16GB,512GB,43650000,43650000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100089,Dien thoai Xiaomi Xiaomi 14 16GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,16GB,256GB,42340000,42340000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100091,Dien thoai Samsung Galaxy S24 Ultra 8GB/512GB - Moi 100%,Samsung,Galaxy S24 Ultra,8GB,512GB,37630000,37130000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100092,Dien thoai Xiaomi Redmi Note 13 6GB/256GB - Moi 100%,Xiaomi,Redmi Note 13,6GB,256GB,42810000,42810000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100094,Dien thoai Samsung Galaxy A55 12GB/128GB - Moi 100%,Samsung,Galaxy A55,12GB,128GB,32910000,31910000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100095,Dien thoai Xiaomi Xiaomi 14 6GB/64GB - Moi 100%,Xiaomi,Xiaomi 14,6GB,64GB,37550000,37550000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100096,Dien thoai Realme Realme 12 Rest 12GB/64GB - Moi 100%,Realme,Realme 12 Rest,12GB,64GB,43940000,43440000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100097,Dien thoai Xiaomi Redmi Note 13 12GB/512GB - Moi 100%,Xiaomi,Redmi Note 13,12GB,512GB,34020000,32020000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100104,Dien thoai Apple iPhone 13 12GB/512GB - Moi 100%,Apple,iPhone 13,12GB,512GB,42180000,41180000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100107,Dien thoai Samsung Galaxy A55 12GB/128GB - Moi 100%,Samsung,Galaxy A55,12GB,128GB,36050000,36050000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100110,Dien thoai Oppo Find N3 Flip 8GB/1TB - Moi 100%,Oppo,Find N3 Flip,8GB,1TB,42320000,41320000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100111,Dien thoai Apple iPhone 14 Pro 16GB/128GB - Moi 100%,Apple,iPhone 14 Pro,16GB,128GB,31880000,31880000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100112,Dien thoai Apple iPhone 13 16GB/64GB - Moi 100%,Apple,iPhone 13,16GB,64GB,33430000,32930000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100113,Dien thoai Xiaomi Xiaomi 14 8GB/256GB - Moi 100%,Xiaomi,Xiaomi 14,8GB,256GB,34710000,34210000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100114,Dien thoai Oppo Reno11 F 12GB/512GB - Moi 100%,Oppo,Reno11 F,12GB,512GB,41840000,40840000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100117,Dien thoai Apple iPhone 15 Pro Max 6GB/512GB - Moi 100%,Apple,iPhone 15 Pro Max,6GB,512GB,40640000,40640000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100120,Dien thoai Realme Realme C65 12GB/64GB - Moi 100%,Realme,Realme C65,12GB,64GB,40580000,39580000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100121,Dien thoai Apple iPhone 14 Pro 12GB/1TB - Moi 100%,Apple,iPhone 14 Pro,12GB,1TB,40950000,40950000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100122,Dien thoai Samsung Galaxy Z Fold6 4GB/256GB - Moi 100%,Samsung,Galaxy Z Fold6,4GB,256GB,32620000,31620000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100124,Dien thoai Apple iPhone 13 12GB/512GB - Hang trung bay,Apple,iPhone 13,12GB,512GB,36930000,34930000,Con hang,Hang trung bay,CellphoneS,6/11/2026
PROD_CEL_100126,Dien thoai Xiaomi Redmi Note 13 16GB/512GB - Moi 100%,Xiaomi,Redmi Note 13,16GB,512GB,44080000,44080000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100127,Dien thoai Vivo V30 5G 4GB/128GB - Moi 100%,Vivo,V30 5G,4GB,128GB,30160000,29160000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100128,Dien thoai Xiaomi Redmi Note 13 12GB/128GB - Da kich hoat,Xiaomi,Redmi Note 13,12GB,128GB,42000000,41500000,Con hang,Da kich hoat,CellphoneS,6/11/2026
PROD_CEL_100131,Dien thoai Apple iPhone 14 Pro 4GB/512GB - Moi 100%,Apple,iPhone 14 Pro,4GB,512GB,36430000,36430000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100132,Dien thoai Realme Realme 12 Rest 6GB/128GB - Moi 100%,Realme,Realme 12 Rest,6GB,128GB,37160000,35160000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100134,Dien thoai Samsung Galaxy A55 16GB/1TB - Moi 100%,Samsung,Galaxy A55,16GB,1TB,36440000,34440000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100137,Dien thoai Realme Realme Note 50 8GB/512GB - Moi 100%,Realme,Realme Note 50,8GB,512GB,44030000,42030000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100138,Dien thoai Realme Realme C65 16GB/128GB - Moi 100%,Realme,Realme C65,16GB,128GB,43570000,41570000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100141,Dien thoai Apple iPhone 13 4GB/1TB - Moi 100%,Apple,iPhone 13,4GB,1TB,36750000,34750000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100143,Dien thoai Samsung Galaxy Z Fold6 6GB/128GB - Moi 100%,Samsung,Galaxy Z Fold6,6GB,128GB,37140000,36140000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100144,Dien thoai Oppo A78 6GB/128GB - Moi 100%,Oppo,A78,6GB,128GB,38880000,37880000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100145,Dien thoai Oppo A78 12GB/128GB - Moi 100%,Oppo,A78,12GB,128GB,35640000,33640000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100146,Dien thoai Samsung Galaxy Z Fold6 4GB/128GB - Moi 100%,Samsung,Galaxy Z Fold6,4GB,128GB,31430000,30430000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100148,Dien thoai Samsung Galaxy S24 Ultra 12GB/128GB - Moi 100%,Samsung,Galaxy S24 Ultra,12GB,128GB,40010000,38010000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100150,Dien thoai Oppo Find N3 Flip 16GB/1TB - Moi 100%,Oppo,Find N3 Flip,16GB,1TB,40100000,39100000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100151,Dien thoai Realme Realme Note 50 6GB/256GB - Moi 100%,Realme,Realme Note 50,6GB,256GB,39030000,38030000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100152,Dien thoai Realme Realme Note 50 4GB/512GB - Moi 100%,Realme,Realme Note 50,4GB,512GB,41120000,39120000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100153,Dien thoai Samsung Galaxy S24 Ultra 6GB/64GB - Moi 100%,Samsung,Galaxy S24 Ultra,6GB,64GB,42640000,41640000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100156,Dien thoai Samsung Galaxy A55 4GB/512GB - Moi 100%,Samsung,Galaxy A55,4GB,512GB,36390000,35390000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100162,Dien thoai Apple iPhone 14 Pro 8GB/256GB - Moi 100%,Apple,iPhone 14 Pro,8GB,256GB,39440000,37440000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100163,Dien thoai Samsung Galaxy S24 Ultra 6GB/256GB - Hang trung bay,Samsung,Galaxy S24 Ultra,6GB,256GB,35560000,35560000,Con hang,Hang trung bay,CellphoneS,6/11/2026
PROD_CEL_100166,Dien thoai Realme Realme Note 50 6GB/1TB - Moi 100%,Realme,Realme Note 50,6GB,1TB,42310000,40310000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100170,Dien thoai Samsung Galaxy A55 12GB/128GB - Moi 100%,Samsung,Galaxy A55,12GB,128GB,41010000,40010000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100173,Dien thoai Vivo X100 Pro 6GB/1TB - Moi 100%,Vivo,X100 Pro,6GB,1TB,41080000,39080000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100175,Dien thoai Vivo X100 Pro 6GB/512GB - Moi 100%,Vivo,X100 Pro,6GB,512GB,31010000,31010000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100182,Dien thoai Apple iPhone 13 8GB/256GB - Da kich hoat,Apple,iPhone 13,8GB,256GB,30310000,29310000,Con hang,Da kich hoat,CellphoneS,6/11/2026
PROD_CEL_100183,Dien thoai Samsung Galaxy S24 Ultra 6GB/128GB - Moi 100%,Samsung,Galaxy S24 Ultra,6GB,128GB,42470000,41470000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100186,Dien thoai Vivo V30 5G 12GB/256GB - Moi 100%,Vivo,V30 5G,12GB,256GB,32190000,31190000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100187,Dien thoai Apple iPhone 15 Pro Max 4GB/1TB - Hang trung bay,Apple,iPhone 15 Pro Max,4GB,1TB,34230000,34230000,Con hang,Hang trung bay,CellphoneS,6/11/2026
PROD_CEL_100189,Dien thoai Vivo V30 5G 16GB/64GB - Moi 100%,Vivo,V30 5G,16GB,64GB,37600000,35600000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100190,Dien thoai Apple iPhone 15 Pro Max 4GB/128GB - Moi 100%,Apple,iPhone 15 Pro Max,4GB,128GB,34210000,34210000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100193,Dien thoai Vivo X100 Pro 12GB/256GB - Moi 100%,Vivo,X100 Pro,12GB,256GB,35040000,34540000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100200,Dien thoai Vivo Y100 16GB/64GB - Moi 100%,Vivo,Y100,16GB,64GB,32650000,32650000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100201,Dien thoai Xiaomi Poco X6 Pro 16GB/64GB - Hang trung bay,Xiaomi,Poco X6 Pro,16GB,64GB,38750000,38250000,Con hang,Hang trung bay,CellphoneS,6/11/2026
PROD_CEL_100202,Dien thoai Xiaomi Poco X6 Pro 6GB/64GB - Moi 100%,Xiaomi,Poco X6 Pro,6GB,64GB,35210000,34710000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100203,Dien thoai Apple iPhone 15 Pro Max 6GB/1TB - Moi 100%,Apple,iPhone 15 Pro Max,6GB,1TB,41140000,41140000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100204,Dien thoai Vivo Y100 12GB/128GB - Moi 100%,Vivo,Y100,12GB,128GB,35790000,35790000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100205,Dien thoai Samsung Galaxy A55 6GB/1TB - Moi 100%,Samsung,Galaxy A55,6GB,1TB,35830000,34830000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100207,Dien thoai Vivo V30 5G 12GB/1TB - Moi 100%,Vivo,V30 5G,12GB,1TB,37730000,36730000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100210,Dien thoai Realme Realme 12 Rest 6GB/64GB - Hang trung bay,Realme,Realme 12 Rest,6GB,64GB,40320000,39820000,Con hang,Hang trung bay,CellphoneS,6/11/2026
PROD_CEL_100211,Dien thoai Oppo Reno11 F 6GB/512GB - Moi 100%,Oppo,Reno11 F,6GB,512GB,41270000,40270000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100212,Dien thoai Vivo X100 Pro 12GB/64GB - Moi 100%,Vivo,X100 Pro,12GB,64GB,32070000,31070000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100213,Dien thoai Vivo X100 Pro 6GB/512GB - Moi 100%,Vivo,X100 Pro,6GB,512GB,30740000,30740000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100216,Dien thoai Realme Realme Note 50 6GB/1TB - Moi 100%,Realme,Realme Note 50,6GB,1TB,34190000,34190000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100220,Dien thoai Xiaomi Redmi Note 13 6GB/1TB - Moi 100%,Xiaomi,Redmi Note 13,6GB,1TB,44300000,42300000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100221,Dien thoai Realme Realme Note 50 4GB/128GB - Moi 100%,Realme,Realme Note 50,4GB,128GB,40940000,39940000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100224,Dien thoai Apple iPhone 14 Pro 8GB/1TB - Moi 100%,Apple,iPhone 14 Pro,8GB,1TB,42310000,40310000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100226,Dien thoai Xiaomi Poco X6 Pro 4GB/128GB - Moi 100%,Xiaomi,Poco X6 Pro,4GB,128GB,35390000,34390000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100227,Dien thoai Samsung Galaxy S24 Ultra 12GB/512GB - Moi 100%,Samsung,Galaxy S24 Ultra,12GB,512GB,43700000,43700000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100228,Dien thoai Oppo A78 6GB/256GB - Moi 100%,Oppo,A78,6GB,256GB,42410000,41910000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100231,Dien thoai Oppo A78 12GB/1TB - Moi 100%,Oppo,A78,12GB,1TB,35920000,35920000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100233,Dien thoai Vivo X100 Pro 12GB/512GB - Moi 100%,Vivo,X100 Pro,12GB,512GB,36590000,34590000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100234,Dien thoai Vivo V30 5G 12GB/1TB - Moi 100%,Vivo,V30 5G,12GB,1TB,37270000,37270000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100236,Dien thoai Vivo V30 5G 6GB/256GB - Moi 100%,Vivo,V30 5G,6GB,256GB,43910000,42910000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100239,Dien thoai Xiaomi Poco X6 Pro 16GB/256GB - Moi 100%,Xiaomi,Poco X6 Pro,16GB,256GB,38150000,37650000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100243,Dien thoai Vivo X100 Pro 8GB/256GB - Moi 100%,Vivo,X100 Pro,8GB,256GB,44480000,44480000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100246,Dien thoai Samsung Galaxy A55 12GB/256GB - Moi 100%,Samsung,Galaxy A55,12GB,256GB,37620000,36620000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100248,Dien thoai Apple iPhone 13 12GB/64GB - Moi 100%,Apple,iPhone 13,12GB,64GB,39830000,37830000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100249,Dien thoai Vivo Y100 4GB/128GB - Moi 100%,Vivo,Y100,4GB,128GB,44210000,42210000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100252,Dien thoai Apple iPhone 14 Pro 8GB/512GB - Hang trung bay,Apple,iPhone 14 Pro,8GB,512GB,33080000,32580000,Con hang,Hang trung bay,CellphoneS,6/11/2026
PROD_CEL_100253,Dien thoai Oppo A78 8GB/64GB - Moi 100%,Oppo,A78,8GB,64GB,43910000,43410000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100254,Dien thoai Samsung Galaxy A55 4GB/64GB - Moi 100%,Samsung,Galaxy A55,4GB,64GB,32240000,32240000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100256,Dien thoai Vivo X100 Pro 8GB/128GB - Moi 100%,Vivo,X100 Pro,8GB,128GB,44590000,42590000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100259,Dien thoai Xiaomi Redmi Note 13 4GB/1TB - Moi 100%,Xiaomi,Redmi Note 13,4GB,1TB,44760000,43760000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100262,Dien thoai Realme Realme Note 50 12GB/256GB - Hang trung bay,Realme,Realme Note 50,12GB,256GB,35950000,34950000,Con hang,Hang trung bay,CellphoneS,6/11/2026
PROD_CEL_100264,Dien thoai Realme Realme 12 Rest 6GB/128GB - Moi 100%,Realme,Realme 12 Rest,6GB,128GB,44820000,42820000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100266,Dien thoai Xiaomi Xiaomi 14 6GB/128GB - Moi 100%,Xiaomi,Xiaomi 14,6GB,128GB,42140000,41140000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100267,Dien thoai Vivo V30 5G 4GB/128GB - Moi 100%,Vivo,V30 5G,4GB,128GB,44970000,43970000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100271,Dien thoai Xiaomi Xiaomi 14 4GB/512GB - Da kich hoat,Xiaomi,Xiaomi 14,4GB,512GB,36650000,36150000,Con hang,Da kich hoat,CellphoneS,6/11/2026
PROD_CEL_100272,Dien thoai Xiaomi Redmi Note 13 8GB/512GB - Moi 100%,Xiaomi,Redmi Note 13,8GB,512GB,31720000,31720000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100274,Dien thoai Vivo V30 5G 6GB/256GB - Moi 100%,Vivo,V30 5G,6GB,256GB,30980000,30480000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100275,Dien thoai Realme Realme 12 Rest 16GB/1TB - Moi 100%,Realme,Realme 12 Rest,16GB,1TB,36950000,36950000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100277,Dien thoai Oppo Find N3 Flip 8GB/256GB - Moi 100%,Oppo,Find N3 Flip,8GB,256GB,42300000,41300000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100278,Dien thoai Samsung Galaxy S24 Ultra 8GB/64GB - Moi 100%,Samsung,Galaxy S24 Ultra,8GB,64GB,31950000,31950000,Het hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100279,Dien thoai Xiaomi Xiaomi 14 8GB/512GB - Moi 100%,Xiaomi,Xiaomi 14,8GB,512GB,42320000,42320000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100280,Dien thoai Oppo Find N3 Flip 12GB/512GB - Moi 100%,Oppo,Find N3 Flip,12GB,512GB,36970000,36970000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100281,Dien thoai Realme Realme 12 Rest 8GB/1TB - Moi 100%,Realme,Realme 12 Rest,8GB,1TB,41230000,39230000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100282,Dien thoai Apple iPhone 15 Pro Max 16GB/512GB - Moi 100%,Apple,iPhone 15 Pro Max,16GB,512GB,43200000,43200000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100283,Dien thoai Apple iPhone 14 Pro 16GB/256GB - Moi 100%,Apple,iPhone 14 Pro,16GB,256GB,35070000,34070000,Con hang,Moi 100%,CellphoneS,6/11/2026
PROD_CEL_100284,Dien thoai Samsung Galaxy Z Fold6 12GB/64GB - Moi 100%,Samsung,Galaxy Z Fold6,12GB,64GB,35800000,33800000,Con hang,Moi 100%,CellphoneS,6/11/2026
